$ DENI 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,
1522.250000,-2.43,-7.92,1.49,0.4,0,734
1522.291670,-1.78,-7.57,1.71,0.58,0,734
1522.333330,-0.3,-6.7,0.93,0.94,2,734
1522.375000,1.32,-5.86,1.16,2.63,0,733.9
1522.416670,2.06,-5.77,0.8,3.84,0,733.6
1522.458330,3.1,-5.87,0.66,3.22,7.5,733.2
1522.500000,4.14,-5.62,0.72,3.48,10,732.7
1522.541670,4.98,-5.12,1.34,4.2,10,732.1
1522.583330,6,-5.56,0.64,2.92,10,731.9
1522.625000,5.51,-2.93,3.27,4.78,10,732.5
1522.666670,4.33,0.01,3.66,4.45,10,732.9
1522.708330,3.66,-0.56,3.67,4.51,10,733
1522.750000,3.39,-0.26,2.41,4.26,10,733.4
1522.791670,2.92,-0.69,1.04,6.09,10,733.6
1522.833330,3.29,-0.62,1.63,4.81,10,734.1
1522.875000,3.19,-0.67,0.82,5.88,10,734.4
1522.916670,2.11,-0.37,1.54,0.34,7.5,734.9
1522.958330,2.08,-3.5,1.9,1.11,10,735.5
1523.000000,0.62,-4.91,1.01,0.54,10,736.2
1523.041670,-0.75,-5.9,1.81,0.44,7.5,736.7
1523.083330,-1.12,-7.2,1.35,0.64,10,737.6
1523.125000,-1.55,-8.43,1.32,0.68,10,738.3
1523.166670,-2.29,-8.46,1.72,0.45,7.5,739
1523.208330,-2.87,-8.9,1.55,0.57,2,739.5
1523.250000,-3.34,-9.21,1.73,0.45,7.5,739.9
1523.291670,-3.2,-9.26,1.55,0.36,2,740.4
1523.333330,-0.82,-7.41,1.49,1.69,0,740.6
1523.375000,0.38,-9.06,2.68,2.69,7.5,740.8
1523.416670,1.11,-9.25,1.92,3.62,4.4,740.8
1523.458330,2.86,-10.41,1.07,3.37,0,740.4
1523.500000,3.87,-9.55,1.28,4.18,0,740.2
1523.541670,3.45,-9.6,2.09,4.38,0,740
1523.583330,4.26,-9.11,2.96,4.07,0,739.6
1523.625000,4.8,-8.32,5.84,4.49,0,739.4
1523.666670,4.26,-7.11,3.97,4.17,0,739.1
1523.708330,4.67,-8.6,2.53,4.86,0,739.2
1523.750000,2.3,-11.03,1.26,5.84,0,739.7
1523.791670,0.08,-10.21,1.4,0.39,0,740.1
1523.833330,-0.92,-9.52,1.8,0.34,0,740.6
1523.875000,-1.32,-8.45,1.41,0.39,0,741.2
1523.916670,-2.06,-8.61,1.6,0.29,0,741.7
1523.958330,-2.4,-8.25,1.68,0.38,0,742.1
1524.000000,-2.7,-8.11,1.69,0.37,0,742.5
1524.041670,-3.1,-8.16,1.81,0.45,0,742.9
1524.083330,-3.85,-8.46,2.1,0.43,0,743.2
1524.125000,-3.97,-8.62,2.3,0.37,0,743.4
1524.166670,-5.12,-8.29,1.88,0.48,0,743.8
1524.208330,-5.06,-8.83,2.4,0.4,0,744
1524.250000,-5.73,-8.66,2.02,0.45,0,744.2
1524.291670,-5.59,-8.82,2,0.46,0,744.6
1524.333330,-2.71,-7.33,0.8,0.45,0,744.9
1524.375000,-0.82,-7.43,1.18,2.94,0,745
1524.416670,0.17,-7.03,1.2,4.03,0,744.9
1524.458330,2.22,-7.14,2.37,4.22,0,744.5
1524.500000,3.67,-6.12,2.47,4.22,0,744
1524.541670,6.31,-6.1,1.27,3.69,0,743.4
1524.583330,7.92,-9.66,0.84,2.55,0,743
1524.625000,8.41,-8.68,1.42,3.27,0,742.8
1524.666670,8.3,-9.53,1.69,3.11,0,742.6
1524.708330,6.73,-7.02,1.09,1.61,0,742.3
1524.750000,2.76,-8.51,1.12,0.32,0,742.6
1524.791670,1.15,-11.13,1.77,0.48,0,743.1
1524.833330,-0.08,-10.64,2.1,0.49,0,743.3
1524.875000,-0.72,-10.5,2.12,0.32,0,743.7
1524.916670,-1.56,-9.82,2.01,0.59,0,744
1524.958330,-1.69,-9.88,1.68,0.52,0,744.1
1525.000000,-2.66,-9.25,1.87,0.35,0,744.3
1525.041670,-2.33,-9.16,2.03,0.34,0,744.5
1525.083330,-2.26,-9.13,2.03,0.46,0,744.7
1525.125000,-2.66,-8.7,1.77,0.46,0,744.5
1525.166670,-2.66,-8.22,1.81,0.38,0,744.8
1525.208330,-2.42,-8.82,2.3,0.4,0,745.1
1525.250000,-2.42,-8.37,2.3,0.39,0,745.3
1525.291670,-2.79,-8.2,1.67,0.28,0,745.5
1525.333330,-0.56,-6.88,1.11,0.49,0,745.8
1525.375000,2.07,-6.49,0.38,3.75,0,745.7
1525.416670,3.27,-7.11,0.86,3.82,0,745.4
1525.458330,4.51,-5.33,1.54,4.06,0,745
1525.500000,7.25,-5.98,1.33,4.03,0,744.5
1525.541670,8.72,-6.48,1.25,3.7,0,743.7
1525.583330,9.38,-5.6,1.53,4.31,0,743.2
1525.625000,10.64,-5.71,0.61,3.49,0,742.9
1525.666670,9.98,-3.82,0.81,2.24,0,742.9
1525.708330,7.77,-3.06,0.6,0.7,0,742.8
1525.750000,5.28,-3.58,1.01,0.64,0,743.1
1525.791670,3.91,-5.04,1.36,0.52,0,743.6
1525.833330,2.57,-4.56,1.05,0.59,0,744
1525.875000,2.45,-5.05,1.28,0.41,0,744.7
1525.916670,0.96,-5.16,1.5,0.45,0,745.1
1525.958330,0.56,-5.46,1.92,0.37,0,745.3
1526.000000,-0.31,-5.28,1.59,0.47,0,745.7
1526.041670,0.02,-5.07,1.33,0.81,0,746.1
1526.083330,-1.49,-5.21,1.64,0.54,0,746.4
1526.125000,-1.32,-5.38,1.54,0.57,0,746.5
1526.166670,-2.06,-5.24,1.53,0.41,0,746.7
1526.208330,-1.85,-5.34,1.68,0.58,0,747
1526.250000,-2.19,-5.4,1.83,0.62,0,747
1526.291670,-2.22,-5.19,1.52,0.38,0,747.4
1526.333330,0.75,-3.76,0.84,0.81,0,747.5
1526.375000,3.32,-3.33,1.34,2.16,0,747.3
1526.416670,5.23,-3.33,1.52,2.32,0,747.2
1526.458330,7.35,-2.97,1.09,3.69,0,746.3
1526.500000,9.73,-2.32,0.87,3.62,0,745.5
1526.541670,13.07,-2.1,0.99,3.67,0,744.5
1526.583330,12.68,0.07,0.2,3.57,0,743.6
1526.625000,11.8,-1.02,0.28,1.8,0,743.2
1526.666670,12.81,-0.23,0.47,2.48,0,743
1526.708330,11.66,0.37,0.84,0.57,0,742.8
1526.750000,8.62,0.6,0.91,0.94,0,742.7
1526.791670,6.9,-1.68,0.74,0.75,0,743.1
1526.833330,6.48,-1.98,0.89,0.46,0,743.3
1526.875000,5.43,-1.96,1.23,0.38,0,743.5
1526.916670,4.4,-2.37,1.49,0.49,0,743.6
1526.958330,2.87,-2.33,1.12,0.33,0,743.8
1527.000000,2.24,-2.72,1.53,0.39,0,743.9
1527.041670,1.36,-2.88,1.59,0.51,0,743.9
1527.083330,0.89,-3.13,1.58,0.47,0,743.9
1527.125000,-0.01,-3.28,1.59,0.55,0,743.7
1527.166670,-0.61,-3.31,1.62,0.56,0,743.8
1527.208330,-0.92,-3.4,1.67,0.62,0,743.9
1527.250000,-0.85,-3.45,1.8,0.53,0,744
1527.291670,-0.77,-3.34,1.51,0.63,0,744.2
1527.333330,2.33,-1.91,0.75,1.76,0,744.2
1527.375000,3.37,-1.56,2.03,2.28,0,744
1527.416670,5.43,-1.13,0.85,3.57,0,743.5
1527.458330,8.19,-0.83,1.25,2.51,0,742.8
1527.500000,9.39,-0.9,0.98,3.48,0,741.9
1527.541670,13.06,-1.09,1.01,3.66,0,740.9
1527.583330,12.81,-0.58,0.96,3.02,0,740.2
1527.625000,15.94,0.43,0.66,2.55,0,739.8
1527.666670,16.81,0.95,0.38,1.09,0,739.5
1527.708330,14.09,1.41,0.59,1.07,0,739.1
1527.750000,9.73,1.85,0.91,0.27,0,739.3
1527.791670,8,1.88,0.73,0.79,0,739.8
1527.833330,7.07,1.41,0.84,0.48,0,740.2
1527.875000,5.53,1.1,0.7,0.79,0,740.5
1527.916670,4.55,0.76,1.01,0.41,0,740.9
1527.958330,3.65,0.32,1.45,0.5,0,741.3
1528.000000,2.97,-0.08,1.61,0.53,0,741.5
1528.041670,2,-0.36,1.24,0.39,0,741.9
1528.083330,1.36,-0.71,1.67,0.44,0,741.9
1528.125000,1.02,-1.17,1.58,0.55,0,742.1
1528.166670,0.08,-1.14,1.4,0.49,0,742
1528.208330,-0.07,-1.47,1.45,0.6,0,742.3
1528.250000,-0.27,-1.45,1.57,0.36,0,742.4
1528.291670,-0.27,-1.67,1.2,0.65,0,742.6
1528.333330,2.29,-0.14,1.21,1.82,0,742.7
1528.375000,4.08,0.22,1.44,2.26,0,742.5
1528.416670,5.15,0.83,1.17,3.84,0,742
1528.458330,8.15,0.83,0.96,3.64,0,741.3
1528.500000,9.66,1.33,1.03,4.04,0,740.4
1528.541670,12.15,1.42,1.07,3.85,0,739.6
1528.583330,15.18,2.45,0.85,3.31,0,738.9
1528.625000,17.05,0.32,3.85,4.16,0,738.4
1528.666670,16.12,0.72,3.14,4.31,0,738.2
1528.708330,16.02,0.57,0.82,4.9,0,738
1528.750000,10.75,1.59,0.85,0.6,0,738.2
1528.791670,8.51,1.46,0.68,0.65,0,738.4
1528.833330,7,1.32,0.79,0.58,0,738.4
1528.875000,6.03,0.9,1.08,0.54,0,738.8
1528.916670,4.68,0.68,1.14,0.45,0,739.1
1528.958330,4.15,0.34,1.5,0.38,0,739.2
1529.000000,3.07,0.06,1.82,0.43,0,739.3
1529.041670,2.33,-0.24,1.6,0.45,0,739.4
1529.083330,1.43,-0.83,1.87,0.5,0,739.4
1529.125000,1.13,-0.74,1.48,0.41,0,739.4
1529.166670,0.15,-1.03,1.59,0.37,0,739.5
1529.208330,0.28,-1.21,2.01,0.53,0,739.5
1529.250000,-0.51,-1.52,1.86,0.41,0,739.7
1529.291670,0.02,-1.59,2.03,0.57,0,739.6
1529.333330,3,-0.08,0.89,1.63,0,739.6
1529.375000,4.92,0.24,1.19,2.6,0,739.2
1529.416670,7.72,0.83,1.12,2.65,0,738.6
1529.458330,8.28,1.9,1.21,2.57,0,737.7
1529.500000,11.82,1.06,0.98,3.81,0,736.8
1529.541670,14.57,0.9,1,3.89,0,736
1529.583330,15.81,1.48,0.83,3.12,0,735.2
1529.625000,16.53,1.13,0.91,2.22,0,734.9
1529.666670,17.17,0.33,0.76,1.77,0,734.4
1529.708330,13.41,1.67,0.9,1.5,0,734.3
1529.750000,10.41,2.63,0.47,0.91,0,734.5
1529.791670,8.6,0.55,1.07,0.3,0,735.1
1529.833330,7.37,0.17,1.08,0.03,0,735.8
1529.875000,6.47,0.12,1.18,0.49,0,736.2
1529.916670,5.33,-0.21,1.11,0.43,0,736.4
1529.958330,3.95,-0.5,1.63,0.43,0,736.4
1530.000000,3.51,-0.68,1.75,0.56,0,736.5
1530.041670,2.33,-0.8,1.49,0.38,0,736.7
1530.083330,2.07,-0.97,1.48,0.51,0,736.9
1530.125000,0.96,-1.33,2.1,0.62,0,736.8
1530.166670,0.99,-1.47,1.79,0.54,0,736.9
1530.208330,0.76,-1.62,2.21,0.54,0,737.078251
1530.250000,0.52,-1.72,1.8,0.47,0,737.2
1530.291670,0.3,-1.71,1.68,0.47,0,737.3
1530.333330,2.97,-0.21,0.98,0.97,0,737.4
1530.375000,5.53,0.31,2.06,2.16,0,737.2
1530.416670,8.26,0.46,1.95,2.38,0,736.7
1530.458330,9.09,0.99,1.33,3.6,0,735.6
1530.500000,12.01,1.58,0.84,3.53,0,734.6
1530.541670,15.96,1.26,0.73,2.92,0,733.7
1530.583330,17.53,2.01,0.65,3.32,0,732.8
1530.625000,17.17,2.15,0.61,1.88,0,732.1
1530.666670,16.28,2.93,0.73,2.11,0,731.5
1530.708330,13.71,3.42,0.56,0.97,0,731.2
1530.750000,11.77,4.3,0.87,5.84,0,731.5
1530.791670,10.36,1.92,0.72,6.24,0,731.9
1530.833330,9.46,1.64,0.89,0.07,0,732.1
1530.875000,8.93,1.7,1.14,0.6,0,732.2
1530.916670,8.42,1.52,1.3,0.38,0,732.6
1530.958330,7.89,1.41,1.38,0.57,0,732.5
1531.000000,7.36,1.36,1.06,0.65,0,732.6
1531.041670,7.12,1.33,1.11,0.51,0,732.9
1531.083330,6.75,1.23,1.12,0.84,0,733.1
1531.125000,6.11,1.47,1.21,0.43,0,733.7
1531.166670,5.73,1.57,1.43,1.36,0,733.9
1531.208330,5.23,1.26,1.21,0.11,7.5,734.4
1531.250000,4.53,1.26,1.24,0.27,10,735
1531.291670,5.55,1.44,1.45,0.51,10,735.6
1531.333330,6.08,1.88,0.84,1.23,10,736.2
1531.375000,6.6,2.13,1.86,2.14,10,736.3
1531.416670,7.84,2.47,1.46,2.26,10,736.4
1531.458330,9.12,1.93,0.87,4.31,10,736.4
1531.500000,9.66,2.14,0.55,3.63,10,736.2
1531.541670,10.56,2.69,1.02,2.09,10,736
1531.583330,11.87,2.96,2.32,2.04,10,735.8
1531.625000,12.38,2.72,2.24,2.12,10,735.6
1531.666670,12.51,3.5,1.41,2.04,10,735.6
1531.708330,11.9,4.18,1.48,1.7,10,735.9
1531.750000,11.39,5.08,1.33,0.63,10,736.4
1531.791670,9.97,5.67,0.78,0.29,10,737.1
1531.833330,9.33,5.68,0.14,4.62,10,737.8
1531.875000,8.7,7.31,0.98,0.62,10,738.3
1531.916670,8.5,6.99,0.3,0.92,10,739.1
1531.958330,7.93,7.05,0.11,4.33,10,739.8
1532.000000,7.8,7.37,0.16,5.93,10,740.1
1532.041670,7.97,7.51,0.53,0.67,4.4,740.8
1532.083330,7.49,7.25,0.14,5.58,10,741.3
1532.125000,7.32,7.21,0.42,0.82,7.5,741.5
1532.166670,7.29,7.14,0.01,2.02,10,742.1
1532.208330,7.29,7.17,0.11,4.81,10,742.7
1532.250000,7.22,7.28,0.61,1.11,7.5,743.3
1532.291670,7.29,7.24,0.29,4.04,0,744
1532.333330,7.42,7.33,0.34,3.16,0,744.7
1532.375000,8.34,7.98,0.57,4.41,0,745.1
1532.416670,9.46,8.28,0.66,3.06,0,745
1532.458330,10.42,8.43,0.6,1.38,2,744.9
1532.500000,11.33,9.15,0.68,3.36,0,744.8
1532.541670,12.31,9.1,0.79,3.22,0,744.5
1532.583330,15.67,7.14,1.92,4.07,4.4,744.5
1532.625000,15.93,3.53,4.08,4.45,2,744.7
1532.666670,17.64,3.57,2.26,4.61,2,744.5
1532.708330,13.14,5.43,0.92,1.96,0,744.5
1532.750000,10.81,5.79,1.12,5.99,0,744.8
1532.791670,8.97,4.87,0.84,0.53,0,745.1
1532.833330,7.8,4.86,0.8,0.83,0,745.4
1532.875000,6.93,4.11,0.97,0.53,0,745.8
1532.916670,6.37,3.96,1.84,0.24,0,746.3
1532.958330,5.87,3.67,1.59,0.44,0,746.3
1533.000000,5.16,3.4,2.24,0.62,0,746.4
1533.041670,4.22,2.81,2.24,0.35,0,746.7
1533.083330,3.75,2.64,2.34,0.3,0,746.4
1533.125000,4.4,3.05,1.73,0.43,0,746.2
1533.166670,4.83,3.53,0.82,5.54,0,746.3
1533.208330,4.02,2.52,1.5,0.55,0,746.2
1533.250000,3.72,2.53,2.08,0.43,0,746.2
1533.291670,4.46,2.73,2.11,0.38,0,746.3
1533.333330,6.06,3.28,2.11,0.78,0,746
1533.375000,7.74,4.08,4.11,2.42,0,745.3
1533.416670,9.8,4.45,1.85,2.38,0,744.6
1533.458330,11.98,4.42,1.12,1.93,0,743.3
1533.500000,13.42,4.78,1.09,4.27,0,741.8
1533.541670,16.66,5.23,1.08,3.95,0,740.6
1533.583330,16.84,5.16,1.12,4.03,0,739.4
1533.625000,18.72,5.98,0.32,2.54,0,738.1
1533.666670,15.33,6.96,0.84,3.4,0,737.5
1533.708330,15.21,7.07,0.29,5.36,0,736.8
1533.750000,14.27,7.57,0.87,0.31,0,736.6
1533.791670,11.48,6.31,1.81,0.65,0,736.7
1533.833330,10.4,6,1.32,0.47,0,736.6
1533.875000,10.48,5.72,1.26,0.38,0,736.7
1533.916670,10.21,5.78,1.18,0.41,0,736.8
1533.958330,9.61,5.74,1.17,0.97,0,736.2
1534.000000,8.52,5.51,1.08,0.67,0,735.9
1534.041670,8.56,5.29,1.1,0.4,0,735.6
1534.083330,8.09,5.28,1.44,0.61,0,735.1
1534.125000,8.27,5.25,1.2,0.64,4.4,734.7
1534.166670,7.76,5.13,1.13,0.51,10,734.1
1534.208330,8.1,4.84,0.94,0.74,10,734.3
1534.250000,8.1,4.83,1.81,1.15,10,733.5
1534.291670,8.23,5.16,1.23,1.1,10,733.9
1534.333330,7.86,5.56,1.93,1.84,10,734.6
1534.375000,7.7,6.1,1.05,1.57,10,734.7
1534.416670,7.76,6.45,2.02,1.9,10,734.8
1534.458330,7.56,6.95,1.92,1.9,10,734.8
1534.500000,7.76,7.3,1.16,2,10,734.7
1534.541670,8.03,7.56,1.48,1.88,10,734.2
1534.583330,8.31,7.78,0.27,3.18,10,733.9
1534.625000,8.61,8.35,0.85,1.65,10,734.8
1534.666670,8.71,8.44,1.09,1.49,10,734.7
1534.708330,8.31,8.27,0.72,1.87,10,734.5
1534.750000,8.57,8.35,0.49,0.03,10,734.6
1534.791670,8.34,8.26,0.27,4.69,10,734.6
1534.833330,8.34,8.32,0.12,0.7,10,734.3
1534.875000,8.44,8.37,0.62,0.34,10,734.3
1534.916670,8.03,8.19,0.33,1.71,10,734.4
1534.958330,7.49,8.08,0.73,4.66,10,734.5
1535.000000,7.86,7.88,0.62,2.08,10,734.4
1535.041670,8.37,8.26,0.25,0.81,10,734.4
1535.083330,8,8.01,0.21,4.27,10,734.4
1535.125000,7.97,8.24,0.84,1.79,10,734.1
1535.166670,8.37,8.3,0.69,0.74,10,734
1535.208330,8.23,8.14,0.26,6.18,10,733.4
1535.250000,8.03,8.32,0.3,3.92,10,733.6
1535.291670,8.31,8.48,0.89,0.48,10,733.3
1535.333330,8.51,8.35,0.36,1.76,10,733.5
1535.375000,8.17,8.76,0.99,2.75,10,733.2
1535.416670,9.96,9.75,1.41,0.58,6,732.7
1535.458330,9.42,9.49,0.75,1.11,2,732.2
1535.500000,8.71,8.86,1.16,4.22,7.5,731.8
1535.541670,9.52,9.38,0.8,1.09,10,730.9
1535.583330,8.91,9.65,0.63,1.61,2,730.4
1535.625000,9.45,9.45,0.49,1.4,10,729.9
1535.666670,8.78,9.36,0.73,6.22,10,729.8
1535.708330,8.75,8.91,0.38,4.27,10,729.5
1535.750000,8.75,9.3,0.91,1.64,10,731.6
1535.791670,9.72,9.72,1.31,1.55,10,732.4
1535.833330,9.66,9.52,0.47,0.44,4.4,732.8
1535.875000,9.11,9.1,0.93,4.48,4.4,733.7
1535.916670,9.42,9.06,1,0.94,0,734.8
1535.958330,8.85,8.66,0.96,0.93,0,735.7
1536.000000,7.7,7.7,1.45,0.52,0,736.9
1536.041670,8.47,7.28,1.73,6.19,0,738.2
1536.083330,7.22,7.11,1.01,1.68,4.4,738.9
1536.125000,8.54,5.78,2.01,0.05,2,739.5
1536.166670,6.38,5.53,1.56,0.84,10,740.1
1536.208330,6.08,4.86,2,0.47,4.4,740.8
1536.250000,5.27,4.71,2.28,1.56,0,741.4
1536.291670,5.65,5.11,1.02,4.5,0,741.7
1536.333330,6.29,5.49,0.27,2.49,2,742
1536.375000,7.67,5.65,0.43,5.12,4.4,742.1
1536.416670,7.56,5.93,0.93,4.14,0,741.9
1536.458330,9.22,5.88,0.94,3.97,0,741.7
1536.500000,11.74,4.76,0.81,4.4,0,741.2
1536.541670,12.27,4.68,1.97,4.29,0,740.3
1536.583330,13.71,4.93,1.73,4.27,0,739.8
1536.625000,14.08,4.69,0.75,4.33,0,739.2
1536.666670,12.86,6.51,0.86,3.9,0,738.8
1536.708330,11.51,7.25,0.57,1.62,0,738.4
1536.750000,9.89,7.15,0.46,1.84,0,738.2
1536.791670,8.41,6.58,0.27,1.72,0,738.4
1536.833330,7.75,6.12,0.84,0.67,0,738.5
1536.875000,7.45,5.94,0.49,0.28,10,738.5
1536.916670,7.42,5.95,0.54,0.05,10,738.4
1536.958330,7.56,6.24,0.29,0.75,10,738
1537.000000,7.29,6.41,0.25,0.23,10,737.7
1537.041670,7.29,6.58,0.03,0.76,10,737.4
1537.083330,7.15,6.36,0.8,0.25,7.5,737.1
1537.125000,7.15,6.78,0,0,7.5,736.6
1537.166670,7.02,6.76,0.46,4.69,10,736.3
1537.208330,6.95,6.58,0.94,0.66,10,736.1
1537.250000,6.95,6.56,0.26,6.05,10,735.9
1537.291670,7.06,6.82,0,0.53,10,735.7
1537.333330,7.4,6.96,0.2,2.11,10,735.8
1537.375000,7.29,7.03,1.03,4.25,10,735.8
1537.416670,7.63,7.11,0.47,3.98,10,736
1537.458330,8.23,7.27,0.72,4.27,10,735.8
1537.500000,8.61,7.95,1.07,4.63,10,735.9
1537.541670,9.52,7.97,1.04,5.17,10,735.9
1537.583330,9.46,7.45,0.6,0.14,10,735.9
1537.625000,8.64,7.5,1.05,5.22,10,736.3
1537.666670,8.23,6.85,1.73,6.17,10,736.8
1537.708330,7.7,5.45,1.26,5.03,10,737.2
1537.750000,6.48,6.28,1.35,0.79,7.5,737.3
1537.791670,6.68,6.2,0.59,5.9,0,737.8
1537.833330,6.72,6.46,0.69,1.21,0,738.4
1537.875000,6.48,6.3,0.23,6.09,0,738.6
1537.916670,6.21,5.77,0.82,0.48,10,738.9
1537.958330,6.28,6.16,0.25,6.04,10,739.2
1538.000000,6.35,6.22,0.41,6.06,7.5,739.2
1538.041670,6.35,6.33,0.17,5.08,10,739.5
1538.083330,6.35,6.37,0.22,5.41,10,739.7
1538.125000,6.42,6.36,0.26,1.82,10,739.9
1538.166670,6.35,6.35,0.43,2.64,10,739.9
1538.208330,6.42,6.38,0,3.08,10,740.2
1538.250000,6.35,6.33,0.1,1.68,10,740.3
1538.291670,6.52,6.46,0.27,4.37,2,740.5
1538.333330,6.66,6.6,0.59,4.44,10,740.8
1538.375000,6.89,6.7,0.21,1.81,10,741.1
1538.416670,7.43,6.97,0.73,2.86,10,741.4
1538.458330,7.77,7.13,1.76,2.07,7.5,741.4
1538.500000,8.54,7.47,1.22,2.08,7.5,741.4
1538.541670,9.08,7.31,1.65,2.18,0,741
1538.583330,10.67,7.5,1.32,1.81,4.4,740.9
1538.625000,10.08,7.48,1.54,1.81,4.4,740.7
1538.666670,10.11,7.22,1.61,2.02,7.5,740.8
1538.708330,10.18,6.67,1.25,2.05,7.5,740.9
1538.750000,8.96,7.56,1.1,0.39,0,741
1538.791670,7.27,6.67,1.22,0.48,0,741.2
1538.833330,5.73,5.5,1.18,0.43,0,741.5
1538.875000,5.26,5.07,0.87,0.69,0,742
1538.916670,5.13,5.18,0.59,0.94,0,742.4
1538.958330,5.68,5.17,0.86,0.37,0,742.4
1539.000000,5.55,4.83,0.93,0.43,0,742.5
1539.041670,5.55,4.23,1.39,0.29,0,742.5
1539.083330,5.51,3.97,1.18,6.14,0,742.6
1539.125000,5.48,4.64,0.99,4.69,0,742.3
1539.166670,5.41,4.29,0.37,5.71,0,742.2
1539.208330,4.97,3.89,0.72,0.07,0,742.3
1539.250000,4.33,3.66,0.93,0.98,0,742.2
1539.291670,4.02,3.38,0.56,0.43,0,742.1
1539.333330,5.55,3.54,0.82,4.03,0,741.9
1539.375000,6.49,4.23,1.39,4.34,0,741.4
1539.416670,8.13,4.85,1.48,4.23,0,740.5
1539.458330,10.52,4.91,1.18,4.01,0,739.6
1539.500000,11.6,5.21,2.11,4.34,0,739
1539.541670,12.27,6.22,1.56,4.25,0,738.2
1539.583330,15.03,5.82,1.15,4.19,0,737.7
1539.625000,14.27,6.17,0.95,3.04,0,737.2
1539.666670,14.27,5.99,0.63,0.58,0,736.7
1539.708330,13.42,7.95,0.71,0.54,0,736.4
1539.750000,11.95,8.58,0.75,1.16,0,736.7
1539.791670,10.37,7.23,1.48,0.56,0,736.8
1539.833330,9.09,6.46,1.25,0.53,0,737.1
1539.875000,8.76,6.71,0.9,0.84,0,737.5
1539.916670,7.55,6.05,1.59,0.47,0,737.7
1539.958330,6.61,5.48,1.48,0.63,0,737.8
1540.000000,6.17,5.01,1.65,0.38,0,737.4
1540.041670,5.43,4.78,1.7,0.38,0,737.4
1540.083330,4.9,4.1,1.83,0.56,0,737.5
1540.125000,4.12,3.51,2.03,0.46,0,737.5
1540.166670,4.4,3.21,2.32,0.57,0,737.8
1540.208330,4.87,3.95,1.48,0.8,0,738.2
1540.250000,4.8,3.85,1.31,0.45,0,738.2
1540.291670,5.14,3.85,1.27,1.12,0,738
1540.333330,6.22,4.1,1.95,1.66,0,737.7
1540.375000,7.77,4.56,1.4,2.76,0,737.3
1540.416670,9.56,4.66,1.06,3.32,0,736.9
1540.458330,10.76,5.44,0.6,4.03,0,736.4
1540.500000,12.01,5.83,0.62,3.07,0,735.7
1540.541670,13.89,6.06,0.73,2.66,0,735.2
1540.583330,13.07,6.48,1.39,4.41,0,734.8
1540.625000,14.25,5.92,0.55,4.08,0,734.5
1540.666670,13.95,6.35,0.32,2,0,734.2
1540.708330,12.12,7.08,0.53,2.17,0,734.1
1540.750000,12.12,8.9,0.76,0.93,4.4,734.3
1540.791670,10.91,8.86,0.34,5.2,4.4,734.3
1540.833330,10.14,8.39,0.13,0.04,2,734.5
1540.875000,9.85,8.27,0.63,6.07,4.4,734.5
1540.916670,9.33,7.93,0.97,0.2,0,734.3
1540.958330,8.83,8.1,1.05,5.69,0,734.1
1541.000000,9.31,7.83,1.25,0.6,0,733.7
1541.041670,9.32,7.65,1.23,0.54,0,733.2
1541.083330,8.85,7.32,1.28,0.53,0,732.3
1541.125000,8.34,6.99,1.55,0.17,4.4,732.2
1541.166670,8.2,6.91,1.19,0.37,10,733
1541.208330,7.83,6.97,1.23,1.2,10,734.2
1541.250000,7.8,6.81,0.89,0.68,10,735.3
1541.291670,9.69,6.76,1.13,6.09,7.5,736.3
1541.333330,8.47,7.76,0.62,2.97,10,736.7
1541.375000,9.46,7.84,1.41,2.27,7.5,737.2
1541.416670,9.46,7.91,0.75,3.91,10,737.2
1541.458330,11,8.15,0.88,2.14,10,737.3
1541.500000,10.69,8.82,0.95,1.31,7.5,737.8
1541.541670,11.87,8.04,2.31,2.19,0,737
1541.583330,13.49,6.94,1.27,2.32,0,736.7
1541.625000,15.71,-0.01,3.18,4.71,0,736.4
1541.666670,14.61,0.1,3.02,4.77,0,736.6
1541.708330,13.97,0.03,1.39,5.6,0,736.4
1541.750000,10.63,3.05,1.1,0.27,0,736.8
1541.791670,9.56,2.81,1.96,0.47,0,737.3
1541.833330,7.47,2.75,1.33,0.39,0,737.9
1541.875000,5.92,2.58,1.14,0.64,0,738.3
1541.916670,5.46,2.46,1.26,0.52,0,738.6
1541.958330,4.62,2.17,1.51,0.62,0,738.9
1542.000000,3.75,1.82,1.66,0.54,0,739.1
1542.041670,2.81,1.66,1.15,0.43,0,739.2
1542.083330,2.4,0.98,1.72,0.57,0,739
1542.125000,1.7,0.71,1.62,0.6,0,738.9
1542.166670,1.94,0.57,2.01,0.42,0,738.9
1542.208330,2.55,1,1.95,0.5,0,739
1542.250000,2.48,0.73,2.25,0.51,0,738.4
1542.291670,3.73,1.86,1.02,1.74,2,738.5
1542.333330,5.08,2.46,3.88,2.44,0,738
1542.375000,7.03,2.93,3.36,2.21,0,737.3
1542.416670,8.21,2.77,2.46,2.29,4.4,736.9
1542.458330,9.05,3.15,0.59,3.6,4.4,735.8
1542.500000,8.75,3.76,1.08,3.27,4.4,735.2
1542.541670,11.34,4.1,0.41,2.95,10,734.3
1542.583330,10.79,4.01,0.43,4.48,0,733.5
1542.625000,11.8,4.12,0.63,4.79,0,733.3
1542.666670,11.46,5.41,0.65,4.81,0,733.4
