                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 40950.998,   1,  0.21496288E+12,   0.00000000E+00,  -0.22783563E+12,   0.00000000E+00,   0.00000000E+00,   0.10194508E+11,   0.26939519E+10,   0.00000000E+00,   0.14398577E-06,
 40952.000,   1,  0.21526186E+12,   0.00000000E+00,  -0.22817626E+12,   0.00000000E+00,   0.00000000E+00,   0.10225344E+11,   0.27016582E+10,   0.00000000E+00,   0.18789447E-06,
 40952.999,   1,  0.21557112E+12,   0.00000000E+00,  -0.22851545E+12,   0.00000000E+00,   0.00000000E+00,   0.10251067E+11,   0.27093527E+10,   0.00000000E+00,   0.13800074E-06,
 40954.000,   1,  0.21587562E+12,   0.00000000E+00,  -0.22885335E+12,   0.00000000E+00,   0.00000000E+00,   0.10278666E+11,   0.27169249E+10,   0.00000000E+00,   0.12483917E-06,
 40954.999,   1,  0.21617845E+12,   0.00000000E+00,  -0.22920561E+12,   0.00000000E+00,   0.00000000E+00,   0.10318324E+11,   0.27243628E+10,   0.00000000E+00,   0.14149572E-06,
 40955.999,   1,  0.21650599E+12,   0.00000000E+00,  -0.22958340E+12,   0.00000000E+00,   0.00000000E+00,   0.10365627E+11,   0.27314216E+10,   0.00000000E+00,   0.11154622E-06,
 40957.000,   1,  0.21684789E+12,   0.00000000E+00,  -0.22995029E+12,   0.00000000E+00,   0.00000000E+00,   0.10387661E+11,   0.27380397E+10,   0.00000000E+00,   0.95682651E-07,
 40958.000,   1,  0.21717583E+12,   0.00000000E+00,  -0.23029131E+12,   0.00000000E+00,   0.00000000E+00,   0.10390489E+11,   0.27445231E+10,   0.00000000E+00,   0.10774105E-06,
 40958.999,   1,  0.21747085E+12,   0.00000000E+00,  -0.23061730E+12,   0.00000000E+00,   0.00000000E+00,   0.10406967E+11,   0.27511899E+10,   0.00000000E+00,   0.17463369E-06,
 40960.000,   1,  0.21777276E+12,   0.00000000E+00,  -0.23095867E+12,   0.00000000E+00,   0.00000000E+00,   0.10442318E+11,   0.27579305E+10,   0.00000000E+00,   0.14345877E-06,
 40960.999,   1,  0.21809265E+12,   0.00000000E+00,  -0.23131829E+12,   0.00000000E+00,   0.00000000E+00,   0.10480350E+11,   0.27646222E+10,   0.00000000E+00,   0.10545501E-06,
 40961.999,   1,  0.21839536E+12,   0.00000000E+00,  -0.23165400E+12,   0.00000000E+00,   0.00000000E+00,   0.10502130E+11,   0.27718388E+10,   0.00000000E+00,   0.11881421E-06,
 40962.999,   1,  0.21872804E+12,   0.00000000E+00,  -0.23203248E+12,   0.00000000E+00,   0.00000000E+00,   0.10543718E+11,   0.27810969E+10,   0.00000000E+00,   0.97173204E-07,
 40964.000,   1,  0.21912127E+12,   0.00000000E+00,  -0.23247572E+12,   0.00000000E+00,   0.00000000E+00,   0.10585785E+11,   0.27918378E+10,   0.00000000E+00,   0.89772585E-07,
 40964.999,   1,  0.21950272E+12,   0.00000000E+00,  -0.23287504E+12,   0.00000000E+00,   0.00000000E+00,   0.10585888E+11,   0.28021998E+10,   0.00000000E+00,   0.13071550E-06,
 40966.000,   1,  0.21983629E+12,   0.00000000E+00,  -0.23323788E+12,   0.00000000E+00,   0.00000000E+00,   0.10606015E+11,   0.28119375E+10,   0.00000000E+00,   0.11820787E-06,
 40966.999,   1,  0.22016945E+12,   0.00000000E+00,  -0.23363753E+12,   0.00000000E+00,   0.00000000E+00,   0.10667740E+11,   0.28211489E+10,   0.00000000E+00,   0.87243015E-07,
 40968.000,   1,  0.22053026E+12,   0.00000000E+00,  -0.23406261E+12,   0.00000000E+00,   0.00000000E+00,   0.10721987E+11,   0.28299688E+10,   0.00000000E+00,   0.10092160E-06,
 40969.000,   1,  0.22085631E+12,   0.00000000E+00,  -0.23442060E+12,   0.00000000E+00,   0.00000000E+00,   0.10736004E+11,   0.28385321E+10,   0.00000000E+00,   0.19815190E-06,
 40969.999,   1,  0.22112573E+12,   0.00000000E+00,  -0.23471330E+12,   0.00000000E+00,   0.00000000E+00,   0.10747806E+11,   0.28469118E+10,   0.00000000E+00,   0.29188232E-06,
 40970.999,   1,  0.22140304E+12,   0.00000000E+00,  -0.23503010E+12,   0.00000000E+00,   0.00000000E+00,   0.10788750E+11,   0.28549858E+10,   0.00000000E+00,   0.12345030E-06,
 40972.000,   1,  0.22170388E+12,   0.00000000E+00,  -0.23536170E+12,   0.00000000E+00,   0.00000000E+00,   0.10815053E+11,   0.28623875E+10,   0.00000000E+00,   0.10655023E-06,
 40972.999,   1,  0.22201323E+12,   0.00000000E+00,  -0.23570194E+12,   0.00000000E+00,   0.00000000E+00,   0.10836728E+11,   0.28691771E+10,   0.00000000E+00,   0.12184082E-06,
 40974.000,   1,  0.22232841E+12,   0.00000000E+00,  -0.23605009E+12,   0.00000000E+00,   0.00000000E+00,   0.10864406E+11,   0.28758320E+10,   0.00000000E+00,   0.10642160E-06,
 40974.999,   1,  0.22264506E+12,   0.00000000E+00,  -0.23639389E+12,   0.00000000E+00,   0.00000000E+00,   0.10886605E+11,   0.28826337E+10,   0.00000000E+00,   0.10393995E-06,
 40975.999,   1,  0.22296489E+12,   0.00000000E+00,  -0.23675925E+12,   0.00000000E+00,   0.00000000E+00,   0.10925736E+11,   0.28895211E+10,   0.00000000E+00,   0.94009144E-07,
 40976.999,   1,  0.22330608E+12,   0.00000000E+00,  -0.23715459E+12,   0.00000000E+00,   0.00000000E+00,   0.10972537E+11,   0.28962864E+10,   0.00000000E+00,   0.10737674E-06,
 40977.999,   1,  0.22365502E+12,   0.00000000E+00,  -0.23754330E+12,   0.00000000E+00,   0.00000000E+00,   0.11005085E+11,   0.29030026E+10,   0.00000000E+00,   0.10128062E-06,
 40979.000,   1,  0.22397534E+12,   0.00000000E+00,  -0.23789580E+12,   0.00000000E+00,   0.00000000E+00,   0.11027631E+11,   0.29099385E+10,   0.00000000E+00,   0.10831194E-06,
 40979.999,   1,  0.22429867E+12,   0.00000000E+00,  -0.23824615E+12,   0.00000000E+00,   0.00000000E+00,   0.11046743E+11,   0.29171312E+10,   0.00000000E+00,   0.10844646E-06,
 40980.999,   1,  0.22465581E+12,   0.00000000E+00,  -0.23864943E+12,   0.00000000E+00,   0.00000000E+00,   0.11090283E+11,   0.29243974E+10,   0.00000000E+00,   0.85366453E-07,
 40981.999,   1,  0.22502079E+12,   0.00000000E+00,  -0.23908627E+12,   0.00000000E+00,   0.00000000E+00,   0.11153231E+11,   0.29316149E+10,   0.00000000E+00,   0.90992533E-07,
 40983.000,   1,  0.22541694E+12,   0.00000000E+00,  -0.23953826E+12,   0.00000000E+00,   0.00000000E+00,   0.11201120E+11,   0.29385881E+10,   0.00000000E+00,   0.85377258E-07,
 40983.999,   1,  0.22583621E+12,   0.00000000E+00,  -0.23998996E+12,   0.00000000E+00,   0.00000000E+00,   0.11228438E+11,   0.29453774E+10,   0.00000000E+00,   0.79487792E-07,
 40984.999,   1,  0.22625776E+12,   0.00000000E+00,  -0.24045092E+12,   0.00000000E+00,   0.00000000E+00,   0.11260073E+11,   0.29527164E+10,   0.00000000E+00,   0.90731733E-07,
 40986.000,   1,  0.22670845E+12,   0.00000000E+00,  -0.24094460E+12,   0.00000000E+00,   0.00000000E+00,   0.11299074E+11,   0.29611687E+10,   0.00000000E+00,   0.71458806E-07,
 40986.999,   1,  0.22718104E+12,   0.00000000E+00,  -0.24146518E+12,   0.00000000E+00,   0.00000000E+00,   0.11338415E+11,   0.29705022E+10,   0.00000000E+00,   0.75091491E-07,
 40987.999,   1,  0.22764679E+12,   0.00000000E+00,  -0.24198741E+12,   0.00000000E+00,   0.00000000E+00,   0.11379451E+11,   0.29801051E+10,   0.00000000E+00,   0.94501713E-07,
 40988.999,   1,  0.22807779E+12,   0.00000000E+00,  -0.24245245E+12,   0.00000000E+00,   0.00000000E+00,   0.11398369E+11,   0.29894392E+10,   0.00000000E+00,   0.11915889E-06,
 40990.000,   1,  0.22851411E+12,   0.00000000E+00,  -0.24293405E+12,   0.00000000E+00,   0.00000000E+00,   0.11436807E+11,   0.29986506E+10,   0.00000000E+00,   0.10864990E-06,
 40990.999,   1,  0.22898563E+12,   0.00000000E+00,  -0.24346493E+12,   0.00000000E+00,   0.00000000E+00,   0.11493211E+11,   0.30082411E+10,   0.00000000E+00,   0.78255646E-07,
 40991.999,   1,  0.22950136E+12,   0.00000000E+00,  -0.24402542E+12,   0.00000000E+00,   0.00000000E+00,   0.11535248E+11,   0.30183333E+10,   0.00000000E+00,   0.64036785E-07,
 40993.000,   1,  0.23006379E+12,   0.00000000E+00,  -0.24463759E+12,   0.00000000E+00,   0.00000000E+00,   0.11573443E+11,   0.30287923E+10,   0.00000000E+00,   0.57767930E-07,
 40994.000,   1,  0.23065340E+12,   0.00000000E+00,  -0.24527885E+12,   0.00000000E+00,   0.00000000E+00,   0.11607987E+11,   0.30392637E+10,   0.00000000E+00,   0.74157454E-07,
 40994.999,   1,  0.23125976E+12,   0.00000000E+00,  -0.24592179E+12,   0.00000000E+00,   0.00000000E+00,   0.11637882E+11,   0.30495151E+10,   0.00000000E+00,   0.66774551E-07,
 40996.000,   1,  0.23184795E+12,   0.00000000E+00,  -0.24654905E+12,   0.00000000E+00,   0.00000000E+00,   0.11673563E+11,   0.30594608E+10,   0.00000000E+00,   0.59648208E-07,
 40996.999,   1,  0.23243600E+12,   0.00000000E+00,  -0.24719512E+12,   0.00000000E+00,   0.00000000E+00,   0.11725171E+11,   0.30691006E+10,   0.00000000E+00,   0.46128400E-07,
 40998.000,   1,  0.23307297E+12,   0.00000000E+00,  -0.24788758E+12,   0.00000000E+00,   0.00000000E+00,   0.11772415E+11,   0.30786547E+10,   0.00000000E+00,   0.41679790E-07,
 40999.000,   1,  0.23377226E+12,   0.00000000E+00,  -0.24862899E+12,   0.00000000E+00,   0.00000000E+00,   0.11803777E+11,   0.30898711E+10,   0.00000000E+00,   0.41908051E-07,
 40999.999,   1,  0.23446504E+12,   0.00000000E+00,  -0.24936735E+12,   0.00000000E+00,   0.00000000E+00,   0.11824058E+11,   0.31087784E+10,   0.00000000E+00,   0.54065758E-07,
 41000.999,   1,  0.23514268E+12,   0.00000000E+00,  -0.25010416E+12,   0.00000000E+00,   0.00000000E+00,   0.11857756E+11,   0.31329999E+10,   0.00000000E+00,   0.60869204E-07,
 41001.999,   1,  0.23586316E+12,   0.00000000E+00,  -0.25087429E+12,   0.00000000E+00,   0.00000000E+00,   0.11891789E+11,   0.31550201E+10,   0.00000000E+00,   0.56685803E-07,
 41003.000,   1,  0.23662140E+12,   0.00000000E+00,  -0.25166722E+12,   0.00000000E+00,   0.00000000E+00,   0.11911981E+11,   0.31745935E+10,   0.00000000E+00,   0.52976469E-07,
 41004.000,   1,  0.23738260E+12,   0.00000000E+00,  -0.25245654E+12,   0.00000000E+00,   0.00000000E+00,   0.11918018E+11,   0.31925763E+10,   0.00000000E+00,   0.59932494E-07,
 41005.000,   1,  0.23807977E+12,   0.00000000E+00,  -0.25316939E+12,   0.00000000E+00,   0.00000000E+00,   0.11909729E+11,   0.32094580E+10,   0.00000000E+00,   0.63772963E-07,
 41006.000,   1,  0.23873773E+12,   0.00000000E+00,  -0.25385130E+12,   0.00000000E+00,   0.00000000E+00,   0.11920015E+11,   0.32250189E+10,   0.00000000E+00,   0.54651411E-07,
 41006.999,   1,  0.23941808E+12,   0.00000000E+00,  -0.25457564E+12,   0.00000000E+00,   0.00000000E+00,   0.11950960E+11,   0.32390142E+10,   0.00000000E+00,   0.64041689E-07,
 41008.000,   1,  0.24012991E+12,   0.00000000E+00,  -0.25532555E+12,   0.00000000E+00,   0.00000000E+00,   0.11977227E+11,   0.32518712E+10,   0.00000000E+00,   0.60524087E-07,
 41009.000,   1,  0.24083993E+12,   0.00000000E+00,  -0.25606073E+12,   0.00000000E+00,   0.00000000E+00,   0.11987374E+11,   0.32639451E+10,   0.00000000E+00,   0.70395325E-07,
 41010.000,   1,  0.24151889E+12,   0.00000000E+00,  -0.25676100E+12,   0.00000000E+00,   0.00000000E+00,   0.11991332E+11,   0.32750527E+10,   0.00000000E+00,   0.87379422E-07,
 41011.000,   1,  0.24221309E+12,   0.00000000E+00,  -0.25747651E+12,   0.00000000E+00,   0.00000000E+00,   0.12007605E+11,   0.32850842E+10,   0.00000000E+00,   0.72602044E-07,
 41011.999,   1,  0.24294751E+12,   0.00000000E+00,  -0.25822532E+12,   0.00000000E+00,   0.00000000E+00,   0.12019337E+11,   0.32941371E+10,   0.00000000E+00,   0.62491656E-07,
 41013.000,   1,  0.24367411E+12,   0.00000000E+00,  -0.25896553E+12,   0.00000000E+00,   0.00000000E+00,   0.12021077E+11,   0.33026389E+10,   0.00000000E+00,   0.62588764E-07,
 41014.000,   1,  0.24438395E+12,   0.00000000E+00,  -0.25970458E+12,   0.00000000E+00,   0.00000000E+00,   0.12040456E+11,   0.33108717E+10,   0.00000000E+00,   0.69654625E-07,
 41015.000,   1,  0.24510607E+12,   0.00000000E+00,  -0.26045312E+12,   0.00000000E+00,   0.00000000E+00,   0.12058760E+11,   0.33187865E+10,   0.00000000E+00,   0.74500519E-07,
 41016.000,   1,  0.24583413E+12,   0.00000000E+00,  -0.26118889E+12,   0.00000000E+00,   0.00000000E+00,   0.12060536E+11,   0.33265910E+10,   0.00000000E+00,   0.67329568E-07,
 41017.000,   1,  0.24655278E+12,   0.00000000E+00,  -0.26192710E+12,   0.00000000E+00,   0.00000000E+00,   0.12075729E+11,   0.33345789E+10,   0.00000000E+00,   0.51336325E-07,
 41018.000,   1,  0.24727802E+12,   0.00000000E+00,  -0.26268828E+12,   0.00000000E+00,   0.00000000E+00,   0.12103913E+11,   0.33428728E+10,   0.00000000E+00,   0.41845714E-07,
 41019.000,   1,  0.24802648E+12,   0.00000000E+00,  -0.26347547E+12,   0.00000000E+00,   0.00000000E+00,   0.12136066E+11,   0.33513503E+10,   0.00000000E+00,   0.32899530E-07,
 41020.000,   1,  0.24879128E+12,   0.00000000E+00,  -0.26427673E+12,   0.00000000E+00,   0.00000000E+00,   0.12159512E+11,   0.33604392E+10,   0.00000000E+00,   0.41126124E-07,
 41021.000,   1,  0.24954716E+12,   0.00000000E+00,  -0.26505622E+12,   0.00000000E+00,   0.00000000E+00,   0.12163525E+11,   0.33712888E+10,   0.00000000E+00,   0.44622618E-07,
 41022.000,   1,  0.25030764E+12,   0.00000000E+00,  -0.26583522E+12,   0.00000000E+00,   0.00000000E+00,   0.12178509E+11,   0.33838394E+10,   0.00000000E+00,   0.38131230E-07,
 41023.000,   1,  0.25111269E+12,   0.00000000E+00,  -0.26666601E+12,   0.00000000E+00,   0.00000000E+00,   0.12204849E+11,   0.33974297E+10,   0.00000000E+00,   0.30264623E-07,
 41024.000,   1,  0.25195454E+12,   0.00000000E+00,  -0.26754115E+12,   0.00000000E+00,   0.00000000E+00,   0.12222707E+11,   0.34125732E+10,   0.00000000E+00,   0.35930549E-07,
 41025.000,   1,  0.25285948E+12,   0.00000000E+00,  -0.26848883E+12,   0.00000000E+00,   0.00000000E+00,   0.12254872E+11,   0.34293319E+10,   0.00000000E+00,   0.33717394E-07,
 41026.000,   1,  0.25385043E+12,   0.00000000E+00,  -0.26952382E+12,   0.00000000E+00,   0.00000000E+00,   0.12291489E+11,   0.34467026E+10,   0.00000000E+00,   0.29283203E-07,
 41027.000,   1,  0.25488636E+12,   0.00000000E+00,  -0.27058264E+12,   0.00000000E+00,   0.00000000E+00,   0.12298898E+11,   0.34637068E+10,   0.00000000E+00,   0.29246134E-07,
 41028.000,   1,  0.25590717E+12,   0.00000000E+00,  -0.27163547E+12,   0.00000000E+00,   0.00000000E+00,   0.12309538E+11,   0.34794878E+10,   0.00000000E+00,   0.30792664E-07,
 41029.000,   1,  0.25688347E+12,   0.00000000E+00,  -0.27264057E+12,   0.00000000E+00,   0.00000000E+00,   0.12321383E+11,   0.34936539E+10,   0.00000000E+00,   0.29768939E-07,
 41029.999,   1,  0.25780805E+12,   0.00000000E+00,  -0.27356588E+12,   0.00000000E+00,   0.00000000E+00,   0.12298700E+11,   0.35065477E+10,   0.00000000E+00,   0.38927330E-07,
 41031.000,   1,  0.25871538E+12,   0.00000000E+00,  -0.27448775E+12,   0.00000000E+00,   0.00000000E+00,   0.12290196E+11,   0.35189030E+10,   0.00000000E+00,   0.43957719E-07,
 41032.000,   1,  0.25965095E+12,   0.00000000E+00,  -0.27545411E+12,   0.00000000E+00,   0.00000000E+00,   0.12312579E+11,   0.35312214E+10,   0.00000000E+00,   0.58516386E-07,
 41033.000,   1,  0.26060866E+12,   0.00000000E+00,  -0.27643114E+12,   0.00000000E+00,   0.00000000E+00,   0.12327497E+11,   0.35433810E+10,   0.00000000E+00,   0.47062168E-07,
 41034.000,   1,  0.26157722E+12,   0.00000000E+00,  -0.27740688E+12,   0.00000000E+00,   0.00000000E+00,   0.12332932E+11,   0.35551126E+10,   0.00000000E+00,   0.37651805E-07,
 41035.000,   1,  0.26254471E+12,   0.00000000E+00,  -0.27838037E+12,   0.00000000E+00,   0.00000000E+00,   0.12328890E+11,   0.35661712E+10,   0.00000000E+00,   0.34764868E-07,
 41036.000,   1,  0.26348426E+12,   0.00000000E+00,  -0.27932997E+12,   0.00000000E+00,   0.00000000E+00,   0.12322825E+11,   0.35764470E+10,   0.00000000E+00,   0.24132561E-07,
 41037.000,   1,  0.26437625E+12,   0.00000000E+00,  -0.28023437E+12,   0.00000000E+00,   0.00000000E+00,   0.12317182E+11,   0.35860622E+10,   0.00000000E+00,   0.39687738E-07,
 41038.000,   1,  0.26520853E+12,   0.00000000E+00,  -0.28107612E+12,   0.00000000E+00,   0.00000000E+00,   0.12312865E+11,   0.35951145E+10,   0.00000000E+00,   0.39200660E-07,
 41039.000,   1,  0.26600383E+12,   0.00000000E+00,  -0.28186992E+12,   0.00000000E+00,   0.00000000E+00,   0.12305897E+11,   0.36037874E+10,   0.00000000E+00,   0.25389722E-07,
 41039.999,   1,  0.26681438E+12,   0.00000000E+00,  -0.28268741E+12,   0.00000000E+00,   0.00000000E+00,   0.12305026E+11,   0.36121670E+10,   0.00000000E+00,   0.43131959E-07,
 41041.000,   1,  0.26765133E+12,   0.00000000E+00,  -0.28355782E+12,   0.00000000E+00,   0.00000000E+00,   0.12329881E+11,   0.36198375E+10,   0.00000000E+00,   0.43344478E-07,
 41042.000,   1,  0.26849872E+12,   0.00000000E+00,  -0.28441821E+12,   0.00000000E+00,   0.00000000E+00,   0.12342464E+11,   0.36266638E+10,   0.00000000E+00,   0.32129106E-07,
 41043.000,   1,  0.26932372E+12,   0.00000000E+00,  -0.28524097E+12,   0.00000000E+00,   0.00000000E+00,   0.12334513E+11,   0.36328662E+10,   0.00000000E+00,   0.43642079E-07,
 41044.000,   1,  0.27009045E+12,   0.00000000E+00,  -0.28601356E+12,   0.00000000E+00,   0.00000000E+00,   0.12327304E+11,   0.36385425E+10,   0.00000000E+00,   0.51069909E-07,
 41045.000,   1,  0.27084080E+12,   0.00000000E+00,  -0.28678606E+12,   0.00000000E+00,   0.00000000E+00,   0.12344751E+11,   0.36441691E+10,   0.00000000E+00,   0.50927795E-07,
 41045.999,   1,  0.27164099E+12,   0.00000000E+00,  -0.28761390E+12,   0.00000000E+00,   0.00000000E+00,   0.12370249E+11,   0.36503339E+10,   0.00000000E+00,   0.38706294E-07,
 41047.000,   1,  0.27247807E+12,   0.00000000E+00,  -0.28846636E+12,   0.00000000E+00,   0.00000000E+00,   0.12381343E+11,   0.36569396E+10,   0.00000000E+00,   0.42400638E-07,
 41048.000,   1,  0.27335139E+12,   0.00000000E+00,  -0.28936961E+12,   0.00000000E+00,   0.00000000E+00,   0.12409520E+11,   0.36636313E+10,   0.00000000E+00,   0.36908758E-07,
 41048.999,   1,  0.27426198E+12,   0.00000000E+00,  -0.29031696E+12,   0.00000000E+00,   0.00000000E+00,   0.12441355E+11,   0.36702008E+10,   0.00000000E+00,   0.48639751E-07,
 41049.999,   1,  0.27515722E+12,   0.00000000E+00,  -0.29122473E+12,   0.00000000E+00,   0.00000000E+00,   0.12443262E+11,   0.36766108E+10,   0.00000000E+00,   0.34664784E-07,
 41051.000,   1,  0.27600661E+12,   0.00000000E+00,  -0.29209319E+12,   0.00000000E+00,   0.00000000E+00,   0.12448235E+11,   0.36827885E+10,   0.00000000E+00,   0.50627741E-07,
 41051.999,   1,  0.27685722E+12,   0.00000000E+00,  -0.29297205E+12,   0.00000000E+00,   0.00000000E+00,   0.12467646E+11,   0.36888072E+10,   0.00000000E+00,   0.44864420E-07,
 41053.000,   1,  0.27772690E+12,   0.00000000E+00,  -0.29385093E+12,   0.00000000E+00,   0.00000000E+00,   0.12477689E+11,   0.36952290E+10,   0.00000000E+00,   0.40351005E-07,
 41054.000,   1,  0.27862657E+12,   0.00000000E+00,  -0.29476707E+12,   0.00000000E+00,   0.00000000E+00,   0.12490991E+11,   0.37023482E+10,   0.00000000E+00,   0.40260608E-07,
 41054.999,   1,  0.27954327E+12,   0.00000000E+00,  -0.29568999E+12,   0.00000000E+00,   0.00000000E+00,   0.12491503E+11,   0.37097613E+10,   0.00000000E+00,   0.48354955E-07,
 41056.000,   1,  0.28040537E+12,   0.00000000E+00,  -0.29655792E+12,   0.00000000E+00,   0.00000000E+00,   0.12486166E+11,   0.37170643E+10,   0.00000000E+00,   0.43415247E-07,
 41057.000,   1,  0.28121569E+12,   0.00000000E+00,  -0.29738172E+12,   0.00000000E+00,   0.00000000E+00,   0.12479821E+11,   0.37242084E+10,   0.00000000E+00,   0.58092383E-07,
 41058.000,   1,  0.28201159E+12,   0.00000000E+00,  -0.29818320E+12,   0.00000000E+00,   0.00000000E+00,   0.12476538E+11,   0.37312301E+10,   0.00000000E+00,   0.61794465E-07,
 41058.999,   1,  0.28277339E+12,   0.00000000E+00,  -0.29893849E+12,   0.00000000E+00,   0.00000000E+00,   0.12468925E+11,   0.37380437E+10,   0.00000000E+00,   0.56714773E-07,
 41059.999,   1,  0.28350236E+12,   0.00000000E+00,  -0.29967799E+12,   0.00000000E+00,   0.00000000E+00,   0.12471934E+11,   0.37445882E+10,   0.00000000E+00,   0.64603137E-07,
 41061.000,   1,  0.28420988E+12,   0.00000000E+00,  -0.30040291E+12,   0.00000000E+00,   0.00000000E+00,   0.12474953E+11,   0.37509123E+10,   0.00000000E+00,   0.77180868E-07,
 41061.999,   1,  0.28488530E+12,   0.00000000E+00,  -0.30108097E+12,   0.00000000E+00,   0.00000000E+00,   0.12467630E+11,   0.37567231E+10,   0.00000000E+00,   0.80931364E-07,
 41062.999,   1,  0.28555946E+12,   0.00000000E+00,  -0.30176079E+12,   0.00000000E+00,   0.00000000E+00,   0.12471518E+11,   0.37623376E+10,   0.00000000E+00,   0.77802357E-07,
 41064.000,   1,  0.28625598E+12,   0.00000000E+00,  -0.30246719E+12,   0.00000000E+00,   0.00000000E+00,   0.12478990E+11,   0.37681480E+10,   0.00000000E+00,   0.76000247E-07,
 41064.999,   1,  0.28697996E+12,   0.00000000E+00,  -0.30321446E+12,   0.00000000E+00,   0.00000000E+00,   0.12499041E+11,   0.37742886E+10,   0.00000000E+00,   0.77062947E-07,
 41065.999,   1,  0.28771400E+12,   0.00000000E+00,  -0.30396314E+12,   0.00000000E+00,   0.00000000E+00,   0.12507676E+11,   0.37813954E+10,   0.00000000E+00,   0.67839568E-07,
