$ HOXO_DLS 2011 2017-11-15 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
1231.125000,12.3,8.36,0,0,0,761
1231.166670,11.8,8.03,1.34,2.26,0,761
1231.208330,10.21,7.95,1.34,2.26,0,761
1231.250000,11.85,8.45,0,0,0,761
1231.291670,15.53,9.56,0,0,0,761
1231.333330,18.21,9.88,0,0,0,761
1231.375000,21.37,9.87,1.34,5.58,0,760
1231.416670,23.74,10.15,2.23,4.71,0,760
1231.458330,25.47,11.09,1.34,2.26,0,760
1231.500000,27.05,12.26,1.34,2.26,0,759
1231.541670,28.05,11.18,2.23,3.92,0,759
1231.583330,28.72,11.1,3.57,5.58,0,759
1231.625000,27.72,11.45,6.25,5.58,0,759
1231.666670,27.16,11.73,10.28,5.23,0,759
1231.708330,26.23,9.93,8.04,5.41,0,759
1231.750000,25.74,10.68,4.47,5.23,0,759
1231.791670,24.8,10.13,5.81,5.41,0,759
1231.833330,24.09,10.33,4.91,5.23,0,759
1231.875000,22.85,11.16,8.04,5.23,0,760
1231.916670,22.08,8.73,6.25,5.06,0,760
1232.000000,20.11,5.09,6.7,5.41,0,761
1232.041670,17.99,6.26,6.25,4.71,0,762
1232.083330,16.45,6.21,7.15,4.71,0,762
1232.125000,15.1,5.57,6.25,4.36,0,762
1232.166670,14.16,6.07,5.81,4.53,0,762
1232.208330,13.73,6.19,4.91,4.53,0,762
1232.250000,13.74,6.66,6.25,4.71,0,762
1232.291670,13.85,7.21,7.6,4.71,0,763
1232.333330,14.32,7.7,8.94,4.88,0,763
1232.375000,15.13,7.63,10.28,5.41,0,763
1232.416670,15.7,7.64,8.04,5.23,0,763
1232.458330,17.56,7.72,10.72,5.23,0,763
1232.500000,17.81,7.98,13.85,5.41,0,762
1232.541670,18.86,7.39,11.17,5.41,0,762
1232.583330,19.52,7.41,10.72,5.58,0,762
1232.625000,20.16,7.3,8.94,5.41,0,761
1232.666670,20.32,6.75,11.17,5.23,0,761
1232.708330,20.31,6.79,10.72,4.88,0,761
1232.750000,19.63,6.73,7.6,4.88,0,761
1232.791670,18.63,7.26,8.04,4.71,0,761
1232.833330,17.66,8.18,6.25,4.88,0,761
1232.875000,16.89,8.87,8.94,5.06,0,760
1232.916670,16.63,9.12,5.81,4.88,0,760
1232.958330,16.3,9.92,3.57,5.06,0,760
1233.000000,15.67,9.77,9.38,4.88,0,761
1233.041670,14.11,8.77,10.72,4.88,0,761
1233.083330,13.44,8.41,4.91,5.06,0,761
1233.125000,13.72,8.33,7.15,5.41,0,761
1233.166670,13.21,8.49,8.04,5.06,0,761
1233.208330,12.84,8.42,4.91,4.88,0,761
1233.250000,12.98,8.53,9.83,5.06,7.5,761
1233.291670,13.11,8.42,4.47,5.06,7.5,760
1233.333330,13.75,8.37,6.25,4.88,7.5,760
1233.375000,14.77,8.86,8.04,5.41,4.4,760
1233.416670,15.41,8.26,9.38,5.76,0,760
1233.458330,16.71,8.2,8.04,5.58,10,760
1233.500000,17.93,7.1,7.15,5.23,0,759
1233.541670,18.26,6.75,11.17,5.41,0,759
1233.583330,18.68,6.48,9.38,5.23,0,759
1233.625000,19.32,6.62,9.38,5.58,0,758
1233.666670,19.58,6.11,10.28,5.41,0,757
1233.708330,19.27,5.72,7.6,5.41,0,757
1233.750000,18.83,6.21,6.7,5.23,0,756
1233.791670,17.79,6.04,4.47,4.88,0,756
1233.833330,16.28,6.55,2.23,4.53,0,756
1233.875000,15.52,6.4,2.23,4.71,0,756
1233.916670,12.22,6.67,2.68,5.41,0,756
1233.958330,11.59,6.63,1.34,5.06,0,756
1234.000000,9.9,6.91,1.34,5.06,0,756
1234.041670,11.3,6.89,4.47,5.41,10,756
1234.083330,13.03,8.9,2.23,5.06,0,756
1234.125000,12.22,9.01,4.91,5.23,7.5,756
1234.166670,12.01,8.64,3.57,5.58,10,756
1234.208330,12.12,8.28,3.57,5.41,10,756
1234.250000,12.22,8.36,5.81,5.06,10,756
1234.291670,12.45,8.72,4.47,5.76,10,756
1234.333330,13.7,8.87,4.91,5.76,0,756
1234.375000,14.65,9.46,6.25,5.93,7.5,756
1234.416670,14.83,9.37,6.7,5.76,7.5,756
1234.458330,15.03,9.78,7.15,5.76,7.5,756
1234.500000,17.52,9.4,7.6,5.58,7.5,756
1234.541670,14.05,8.91,9.83,5.76,7.5,756
1234.583330,15.63,9.65,8.94,5.41,4.4,756
1234.625000,14.81,7.51,10.28,5.58,7.5,757
1234.666670,13.47,7.9,6.25,5.41,0,757
1234.708330,13.61,8.02,8.04,5.58,2,757
1234.750000,12.9,8.14,8.04,5.41,10,757
1234.791670,12.4,7.68,7.15,5.23,10,757
1234.833330,12.2,8.41,5.81,5.06,7.5,757
1234.875000,12.27,8.45,3.12,5.23,2,758
1234.916670,11.77,8.45,4.02,5.23,0,758
1234.958330,11.67,8.28,2.68,5.06,0,758
1235.000000,11.31,8.47,1.34,5.06,0,758
1235.041670,11.55,8.55,1.34,4.71,0,758
1235.083330,11.25,8.47,2.68,2.96,0,758
1235.125000,11.38,8.25,2.68,4.01,0,758
1235.166670,10.13,8.08,2.23,1.74,0,758
1235.208330,8.75,7.61,2.23,1.74,2,758
1235.250000,9.97,7.95,0,0,2,759
1235.291670,12.57,8.73,0,0,0,759
1235.333330,14.6,8.51,4.47,6.1,0,759
1235.375000,15.46,8.65,5.81,5.93,4.4,759
1235.416670,16.52,7.97,6.7,5.76,0,759
1235.458330,17.05,7.15,3.57,5.06,0,759
1235.500000,18.32,6.33,3.57,5.06,0,759
1235.541670,19.36,6.02,6.25,5.93,0,759
1235.583330,19.86,6.49,6.7,5.93,0,759
1235.625000,20.77,7.06,6.25,5.58,0,758
1235.666670,20.56,6.86,6.25,5.23,0,758
1235.708330,20.65,6.97,4.91,5.23,0,758
1235.750000,19.94,6.93,5.81,4.88,0,758
1235.791670,18.35,7.65,3.57,5.41,0,759
1235.833330,16.75,7.41,4.91,5.58,0,759
1235.875000,13.32,8.13,2.68,5.23,0,760
1235.916670,11.82,8.13,3.57,5.23,0,760
1235.958330,11.76,7.93,2.23,5.06,0,760
1236.000000,11.28,7.82,2.68,5.58,0,760
1236.041670,9.95,7.45,5.81,5.76,0,760
1236.083330,9.05,6.73,4.47,5.41,0,760
1236.125000,8.55,6.45,1.34,5.41,0,761
1236.166670,7.33,5.88,2.23,4.36,0,761
1236.208330,6.39,5.46,0,0,0,761
1236.250000,8.7,6.33,1.34,0,0,762
1236.291670,12.75,7.78,3.12,5.76,0,762
1236.333330,15.61,9.4,4.91,5.58,0,762
1236.375000,17.96,9.64,4.91,5.76,0,761
1236.416670,19.62,8.03,5.81,5.76,0,761
1236.458330,20.79,8.81,5.81,5.93,0,761
1236.500000,22.02,9.2,4.47,6.1,0,761
1236.541670,22.79,9.66,6.25,5.76,0,761
1236.583330,23.39,10.63,7.6,5.76,0,761
1236.625000,23.75,10.26,7.6,5.58,0,760
1236.666670,23.5,9.28,6.25,5.41,0,760
1236.708330,23.36,9.36,7.6,5.41,0,760
1236.750000,22.25,9.93,4.91,5.06,0,760
1236.791670,21.1,9.44,4.47,5.41,0,760
1236.833330,19.67,10.1,4.02,5.41,0,760
1236.875000,18.13,10.19,4.91,5.41,0,761
1236.916670,17.56,9.76,5.81,5.41,0,762
1236.958330,15.82,9.58,7.15,5.76,0,762
1237.000000,14.95,9.33,6.7,5.58,0,762
1237.041670,13.81,9.18,6.25,5.58,0,763
1237.083330,12.87,8.81,4.47,5.58,0,763
1237.125000,11.96,8.72,6.25,5.58,0,763
1237.166670,12.17,8.56,6.7,5.58,0,763
1237.208330,12.44,8.36,5.81,5.58,0,763
1237.250000,13.46,8.48,6.25,5.58,0,763
1237.291670,14.16,8.68,9.38,5.76,0,763
1237.333330,15.51,8.89,9.38,5.76,0,763
1237.375000,16.48,9.1,7.6,5.76,0,763
1237.416670,17.49,9.36,8.04,5.93,0,763
1237.458330,18.18,9.39,9.38,5.76,0,763
1237.500000,19.7,9.61,9.38,5.76,0,762
1237.541670,19.48,9.76,9.38,5.76,0,762
1237.583330,21.17,9.85,8.94,5.76,0,762
1237.625000,21.53,9.77,7.6,5.76,0,761
1237.666670,21.56,9.93,6.25,5.76,0,761
1237.708330,21.78,9.47,6.25,5.76,0,761
1237.750000,21.51,9.03,5.81,5.76,0,761
1237.791670,20.3,8.48,3.12,5.58,0,761
1237.833330,19.54,8.36,6.25,5.58,0,761
1237.875000,17.56,9.25,5.81,5.41,0,761
1237.916670,14.93,9.32,6.25,5.58,0,762
1237.958330,16.84,10.13,6.25,5.58,0,762
1238.000000,15.23,9.62,7.15,5.58,0,762
1238.041670,12.66,9.27,2.23,5.06,0,762
1238.083330,11.18,8.81,4.02,5.41,0,762
1238.125000,10.71,8.45,3.57,2.26,0,761
1238.166670,9.65,8.14,0,0,0,761
1238.208330,9.14,7.81,0,0,0,761
1238.250000,11.21,8.68,1.34,1.74,0,761
1238.291670,14.58,10.24,1.34,1.74,0,761
1238.333330,17.18,11.03,2.68,5.58,0,761
1238.375000,18.95,11.41,2.23,6.1,0,761
1238.416670,20.38,11.46,3.57,5.93,0,760
1238.458330,22.9,11.95,3.57,5.58,0,760
1238.500000,24.7,11.86,4.47,5.58,0,760
1238.541670,27.16,11.5,4.47,5.93,0,759
1238.583330,29.16,12.58,5.81,5.76,0,759
1238.625000,27.55,12.72,4.91,5.58,0,758
1238.666670,27.33,13.22,4.91,5.76,0,758
1238.708330,27.16,13.35,4.47,5.93,0,758
1238.750000,26.43,13.89,5.81,5.76,0,758
1238.791670,24.54,13.17,4.47,5.58,0,758
1238.833330,23.21,12.6,2.68,5.23,0,758
1238.875000,22.18,12.76,2.23,4.71,0,759
1238.916670,21.98,12.55,4.47,5.58,0,759
1238.958330,20.98,12.36,2.23,5.06,0,759
1239.000000,21.06,12.17,3.57,5.58,0,759
1239.041670,19.71,12.47,2.68,5.58,0,759
1239.083330,18.97,12.53,1.34,4.01,0,759
1239.125000,19.45,12.47,3.57,4.71,0,759
1239.166670,16.08,11.62,1.34,4.53,0,759
1239.208330,14.27,11.37,4.02,5.58,0,759
1239.250000,18.86,12.78,5.81,5.41,0,760
1239.291670,19.54,13.15,6.25,5.41,0,760
1239.333330,19.66,13.45,7.6,5.41,0,760
1239.375000,19.59,13.32,10.28,5.23,0,761
1239.416670,19.22,13.02,5.81,5.23,4.4,761
1239.458330,19.99,12.86,6.7,4.71,10,761
1239.500000,19.18,12.62,3.12,4.53,10,762
1239.541670,19.22,12.57,1.34,4.53,10,762
1239.583330,19.38,12.75,1.34,4.88,0,762
1239.625000,20.46,12.98,7.6,5.23,0,761
1239.666670,20.38,12.65,5.81,5.23,0,761
1239.708330,20.62,12.07,6.25,5.23,0,761
1239.750000,19.57,12.72,3.57,5.58,0,761
1239.791670,18.56,12.43,5.81,5.23,0,761
1239.833330,18.23,12.58,3.12,4.88,7.5,761
1239.875000,17.6,12.88,4.02,5.06,0,762
1239.916670,17.06,13.3,3.57,5.23,10,762
1239.958330,16.52,12.88,4.47,5.06,10,762
1240.000000,15.52,12.66,4.47,4.71,0,762
1240.041670,14.96,11.77,4.02,5.23,0,763
1240.083330,14.22,10.98,5.81,5.58,0,763
1240.125000,13.65,10.16,6.25,5.41,0,763
1240.166670,13.15,9.71,5.81,5.23,0,763
1240.208330,12.64,9.21,4.91,5.23,0,763
1240.250000,13.05,8.86,6.25,5.23,0,764
1240.291670,14.16,8.83,4.02,5.41,0,764
1240.333330,15.24,9.05,9.83,5.76,0,764
1240.375000,16.25,8.75,10.28,5.76,0,764
1240.416670,16.75,7.98,8.94,5.58,0,764
1240.458330,17.85,7.47,7.15,5.41,0,764
1240.500000,18.89,7.3,6.25,5.76,0,763
1240.541670,19.72,7.65,10.72,5.58,0,763
1240.583330,19.86,7.02,6.25,5.58,0,763
1240.625000,20.62,6.73,8.94,5.06,0,763
1240.666670,20.46,7.2,9.83,4.88,0,762
1240.708330,19.84,7.31,6.7,5.41,0,762
1240.750000,19.6,7.32,8.04,5.76,0,762
1240.791670,17.92,7.68,10.28,5.06,2,762
1240.833330,16.88,7.81,9.83,4.71,0,762
1240.875000,15.95,7.83,5.81,5.06,0,762
1240.916670,15.62,7.57,3.57,4.88,0,762
1240.958330,12.93,7.21,6.25,5.76,0,762
1241.000000,11.72,7.42,4.47,5.76,0,762
1241.041670,12.4,7.88,3.57,5.76,0,762
1241.083330,11.44,7.85,4.02,5.23,0,762
1241.125000,9.75,7.66,0,0,0,762
1241.166670,9.25,7.17,2.68,3.14,0,762
1241.208330,9.62,7.23,2.68,2.26,0,762
1241.250000,10.91,8.02,1.34,1.74,0,762
1241.291670,12.77,8.8,1.34,1.74,0,762
1241.333330,15.46,10.06,8.04,5.58,0,762
1241.375000,16.77,9.83,6.25,5.23,0,761
1241.416670,18.55,10.11,5.81,5.58,0,760
1241.458330,20.56,9.91,5.81,4.88,0,760
1241.500000,20.27,9.23,5.81,5.58,0,760
1241.541670,19.92,8.8,6.25,5.23,0,759
1241.583330,20.16,9.36,6.7,5.06,0,759
1241.625000,20.9,9.8,9.83,5.23,0,759
1241.666670,21.16,10.08,12.51,5.41,0,758
1241.708330,19.03,10.08,10.72,5.58,7.5,758
1241.750000,17.08,12.03,6.7,5.58,0,759
1241.791670,16.28,11.72,2.23,4.88,7.5,759
1241.833330,15.54,11.52,7.6,5.41,7.5,759
1241.875000,15.79,11.23,6.7,5.23,10,759
1241.916670,15.3,11.63,4.47,5.41,10,759
1241.958330,14.86,12.03,1.34,5.41,2,759
1242.000000,15.1,11.15,3.12,5.41,0,760
1242.041670,15.87,8.09,4.47,5.93,0,760
1242.083330,14.66,9.46,3.12,5.06,0,760
1242.125000,15.1,7.85,3.12,4.53,0,760
1242.166670,14.9,7.55,2.23,4.53,0,761
1242.208330,14.43,8.01,1.34,4.53,0,761
1242.250000,14.33,8.55,4.91,5.58,0,762
1242.291670,14.7,8.75,7.15,5.93,7.5,762
1242.333330,16.93,8.77,7.6,5.93,2,762
1242.375000,16.95,8.22,10.28,5.76,0,763
1242.416670,16.3,9.06,9.83,5.76,0,763
1242.458330,17.98,8.63,8.04,5.41,0,763
1242.500000,18.45,7.83,10.28,5.41,0,763
1242.541670,19.59,6.97,11.17,5.58,0,763
1242.583330,19.86,4.01,7.15,5.41,0,763
1242.625000,20.25,4.34,7.6,5.41,0,763
1242.666670,20.52,4.05,10.28,5.41,0,762
1242.708330,19.91,3.31,9.83,5.41,0,762
1242.750000,19.43,2.91,6.7,5.23,0,762
1242.791670,18.15,3.98,6.7,5.06,0,762
1242.833330,16.27,4.95,4.91,5.23,0,762
1242.875000,14.53,6.2,3.57,4.53,0,763
1242.916670,12.73,6.42,0,0,0,763
1242.958330,10.74,6.4,3.57,4.88,0,763
1243.000000,10.04,6.55,4.47,5.76,0,763
1243.041670,9.98,6.1,2.23,4.71,0,763
1243.083330,8.16,5.94,2.23,2.44,0,763
1243.125000,7.83,5.75,2.23,1.74,10,763
1243.166670,7.4,5.74,2.68,2.26,10,763
1243.208330,7.43,5.57,0,0,0,763
1243.250000,10.14,6.57,2.68,5.58,0,763
1243.291670,12.98,7.45,4.47,5.76,0,763
1243.333330,14.79,7.6,6.25,5.76,0,763
1243.375000,15.31,8.24,6.25,5.23,2,763
1243.416670,15.91,7.03,9.38,5.41,0,763
1243.458330,17.15,3.91,9.38,5.41,2,763
1243.500000,17.75,3.27,9.38,5.41,7.5,762
1243.541670,18.73,2.97,10.28,5.23,0,762
1243.583330,18.58,2.48,11.62,5.58,0,762
1243.625000,18.78,3.04,8.04,5.41,0,762
1243.666670,19.35,2.51,10.28,4.88,0,761
1243.708330,18.67,2.62,9.38,5.06,0,761
1243.750000,17.76,3.56,8.04,5.23,0,761
1243.791670,15.84,4.75,5.81,5.06,0,762
1243.833330,14.5,5.48,8.94,5.06,0,762
1243.875000,13.57,5.2,6.25,4.88,0,762
1243.916670,11.99,5.73,5.81,4.88,0,762
1243.958330,12.57,6.49,7.15,5.06,0,762
1244.000000,12.27,6.67,4.91,5.23,0,762
1244.041670,11.78,6.79,6.25,5.06,7.5,762
1244.083330,11.67,7.1,5.81,5.23,0,762
1244.125000,11.41,6.76,6.7,5.06,0,762
1244.166670,11.07,6.68,3.12,4.01,0,763
1244.208330,10.74,6.35,2.68,4.01,0,763
1244.250000,11.99,6.94,3.57,5.06,0,763
1244.291670,12.53,6.41,4.91,5.23,0,763
1244.333330,12.48,6.35,7.6,5.23,7.5,763
1244.375000,13.94,5.65,9.38,5.06,2,764
1244.416670,13.89,5.62,9.38,5.23,0,764
1244.458330,14.63,5.4,9.38,5.06,2,764
1244.500000,15.73,5.94,9.83,5.23,2,763
1244.541670,16.27,5.23,10.28,5.41,2,764
1244.583330,13.27,7.06,8.04,5.58,0,764
1244.625000,15.9,6.55,8.04,5.58,2,764
1244.666670,15.2,6.35,7.6,5.76,0,764
1244.708330,15.19,6.71,7.6,5.23,0,764
1244.750000,14.21,6.48,6.25,5.41,0,764
1244.791670,13.54,6.53,6.25,5.23,0,764
1244.833330,12.6,7.25,4.02,5.23,0,764
1244.875000,11.56,7.23,4.02,5.41,7.5,765
1244.916670,10.92,7.38,4.02,5.41,0,765
1244.958330,10.9,7.1,3.12,5.41,0,765
1245.000000,11.61,7.37,4.02,5.06,7.5,765
1245.041670,10.87,7.81,3.57,4.53,10,765
1245.083330,11.31,7.6,2.68,4.88,7.5,765
1245.125000,8.78,7.31,2.68,3.31,7.5,765
1245.166670,9.73,7.48,2.68,2.09,7.5,765
1245.208330,10.17,7.58,2.68,2.44,4.4,765
1245.250000,11.56,8.54,0,0,10,765
1245.291670,11.49,8.98,4.91,5.23,10,766
1245.333330,12.84,8.78,6.25,5.23,0,766
1245.375000,13.78,8.06,6.7,4.88,10,766
1245.416670,15.9,7.23,7.6,5.41,4.4,765
1245.458330,16.56,7.25,6.25,5.41,0,765
1245.500000,17.08,6.98,7.15,5.23,0,765
1245.541670,17.8,7.16,7.6,5.58,0,765
1245.583330,18.16,6.28,5.81,5.23,0,765
1245.625000,18.38,6.73,7.15,5.76,0,764
1245.666670,18.61,6.83,7.15,5.41,0,763
1245.708330,19.15,7.28,3.57,5.23,0,763
1245.750000,18.4,6.96,6.25,5.58,0,762
1245.791670,17.02,7.48,2.68,5.41,0,762
1245.833330,15.11,7.71,4.02,5.58,0,762
1245.875000,12.52,7.69,5.81,5.58,0,762
1245.916670,10.78,7.61,2.68,5.41,0,762
1245.958330,10.21,7.11,3.12,5.58,0,762
1246.000000,9.92,6.97,3.12,5.23,0,762
1246.041670,8.11,6.47,1.34,5.23,0,762
1246.083330,7.87,6.29,0,0,0,762
1246.125000,6.42,5.71,0,0,0,761
1246.166670,6,5.37,0,0,0,761
1246.208330,6.23,5.25,1.34,2.26,0,761
1246.250000,8.4,6.13,1.34,5.93,0,761
1246.291670,11.75,7,0,0,0,761
1246.333330,13.52,6.54,0,0,0,761
1246.375000,15.9,7.81,1.34,0,0,760
1246.416670,19.9,7.43,2.68,0.87,0,759
1246.458330,22.31,6.72,0,0,0,759
1246.500000,23.64,6.67,1.34,0,0,758
1246.541670,25.35,6.13,2.23,0.08,0,757
1246.583330,25.81,4.73,2.68,0.17,0,757
1246.625000,27.05,3.42,2.68,0.17,0,757
1246.666670,27.33,4.64,2.68,5.58,0,756
1246.708330,25.67,9.12,4.02,5.76,0,756
1246.750000,23.78,10.97,6.7,5.58,0,756
1246.791670,22.23,9.6,7.6,5.58,2,757
1246.833330,21.33,8.44,5.81,5.76,0,757
1246.875000,19.97,8.96,4.91,5.41,0,758
1246.916670,18.9,8.67,4.91,5.41,7.5,758
1246.958330,18.63,8.37,6.7,5.76,0,758
1247.000000,17.7,8.55,5.81,5.58,0,759
1247.041670,16.11,9.02,6.7,5.41,10,759
1247.083330,15.88,8.87,3.12,4.71,10,759
1247.125000,14.95,9.35,4.91,5.23,2,760
1247.166670,12.06,9.91,8.04,5.76,0,760
1247.208330,13.03,9.17,6.7,5.76,0,760
1247.250000,11.93,8.56,5.81,5.58,7.5,761
1247.291670,15.44,9.71,7.6,5.58,0,761
1247.333330,17.03,9.6,8.04,5.76,4.4,761
1247.375000,18.43,9.46,7.15,5.76,0,761
1247.416670,19.73,9.31,8.04,5.58,0,761
1247.458330,20.94,9.68,8.94,5.76,0,761
1247.500000,21.73,10.16,8.04,5.76,0,760
1247.541670,22.37,10.04,7.6,5.93,0,760
1247.583330,23.07,10.8,8.04,5.58,0,760
1247.625000,23.81,10.6,8.04,5.23,0,760
1247.666670,23.6,10.95,8.04,5.06,0,759
1247.708330,23.59,9.96,8.04,4.88,0,759
1247.750000,22.91,9.37,6.7,4.71,0,759
1247.791670,21.47,8.86,6.25,4.88,0,759
1247.833330,19.96,8.12,9.38,5.06,0,759
1247.875000,18.83,9.94,9.38,5.06,0,761
1247.916670,17.32,10.13,8.04,5.06,0,761
1247.958330,15.91,9.96,6.7,5.58,0,761
1248.000000,14.91,9.63,3.57,5.23,0,761
1248.041670,13.73,9.16,4.91,5.41,0,761
1248.083330,13.2,8.9,7.15,5.58,0,761
1248.125000,12.5,8.95,4.91,5.41,0,762
1248.166670,12.16,8.92,4.02,5.41,0,762
1248.208330,12.17,8.53,4.47,5.23,0,762
1248.250000,13.28,8.13,4.47,5.23,0,762
1248.291670,14.09,8.28,4.91,5.58,0,762
1248.333330,14.77,8.23,4.91,5.93,0,762
1248.375000,16.18,8.49,6.7,5.93,0,762
1248.416670,17.15,8.66,6.25,5.93,0,762
1248.458330,18.93,9,5.81,5.58,0,762
1248.500000,19.73,9.23,6.7,5.93,0,760
1248.541670,20.8,9.73,7.6,5.93,0,760
1248.583330,21.23,9.6,6.7,5.93,0,760
1248.625000,21.63,9.33,4.91,5.41,0,759
1248.666670,22.6,8.62,6.7,5.76,0,758
1248.708330,22.36,9.71,7.15,5.76,0,758
1248.750000,21.54,10.62,7.6,5.58,0,758
1248.791670,20.36,10.9,6.25,5.58,0,758
1248.833330,19.91,10.75,2.23,5.41,0,758
1248.875000,18.3,10.77,1.34,5.41,0,758
1248.916670,14.8,10.35,4.91,5.41,0,758
1248.958330,15.35,10.53,6.25,5.41,0,758
1249.000000,15.97,10.61,6.7,5.76,0,758
1249.041670,15.16,10.46,4.47,5.41,0,758
1249.083330,12.33,9.98,1.34,4.36,0,758
1249.125000,10.04,8.53,2.68,4.36,0,758
1249.166670,9.7,7.61,0,0,0,758
1249.208330,9.25,6.94,0,0,0,758
1249.250000,11.55,7.28,4.02,5.58,0,758
1249.291670,15.02,9.55,5.81,5.58,0,758
1249.333330,17.71,10.85,4.47,5.58,0,758
1249.375000,20.5,11.87,6.25,5.76,0,757
1249.416670,21.32,11.04,6.25,5.76,0,757
1249.458330,22.52,10.95,4.47,5.58,0,757
1249.500000,23.66,11.67,6.7,5.58,0,756
1249.541670,23.34,11.39,6.7,5.76,0,756
1249.583330,23.4,10.59,6.7,5.76,0,756
1249.625000,23.8,10.41,7.6,5.76,0,755
1249.666670,24.13,9.58,6.7,5.58,0,755
1249.708330,23.62,11.44,6.25,5.76,0,755
1249.750000,23.31,12.28,4.91,5.58,0,755
1249.791670,22.17,12.17,4.91,5.41,0,755
1249.833330,20.53,10.95,4.47,5.41,0,755
1249.875000,19.47,11.54,6.7,5.23,0,756
1249.916670,18.33,11.18,8.04,5.06,0,756
1249.958330,17.22,10.94,9.83,5.23,0,756
1250.000000,15.41,10.28,5.81,5.58,0,757
1250.041670,14.34,9.77,5.81,5.58,0,758
1250.083330,12.93,9.35,7.6,5.58,0,758
1250.125000,12.53,9.15,8.04,5.41,0,758
1250.166670,12.3,8.33,6.7,5.58,0,759
1250.208330,12.4,7.86,4.02,5.41,0,759
1250.250000,12.81,7.71,8.04,5.58,0,760
1250.291670,13.48,7.61,10.72,5.58,0,760
1250.333330,14.63,7.67,9.83,5.76,0,760
1250.375000,14.83,7.82,7.6,5.58,0,761
1250.416670,15.83,7.86,12.51,5.58,0,761
1250.458330,17.28,7.91,8.04,5.58,0,761
1250.500000,17.85,7.7,11.62,5.76,0,761
1250.541670,18.66,7.72,7.6,5.41,0,761
1250.583330,18.65,7.81,7.15,5.41,0,761
1250.625000,18.71,8.18,11.17,5.41,0,761
1250.666670,18.57,8.08,10.72,5.41,0,761
1250.708330,18.87,8.18,7.6,5.06,0,761
1250.750000,18.53,8.25,6.25,5.41,0,760
1250.791670,17.62,7.94,4.47,5.41,0,760
1250.833330,16.75,8.02,4.91,5.23,0,760
1250.875000,15.75,8.15,7.15,5.41,0,761
1250.916670,15.66,7.9,6.7,5.23,0,761
1250.958330,15.09,7.56,3.57,5.23,0,761
1251.000000,14.28,7.67,4.47,5.58,0,762
1251.041670,13.72,7.66,4.02,5.76,0,762
1251.083330,13.68,8.65,4.47,5.58,0,762
1251.125000,10.24,7.13,4.91,5.58,0,762
1251.166670,8.91,6.78,2.23,4.01,0,762
1251.208330,9.66,6.47,2.05,4.01,0,762
1251.250000,12.03,7.58,2.23,5.23,0,762
1251.291670,14.79,8.91,7.15,5.76,0,763
1251.333330,16.3,9.13,8.94,5.58,0,763
1251.375000,16.93,9.16,8.04,5.76,0,762
1251.416670,18.94,9.32,8.04,5.76,0,762
1251.458330,20.32,9.56,8.04,5.76,0,762
1251.500000,21.45,9.51,8.94,5.76,0,762
1251.541670,22.15,10.21,9.38,5.76,0,761
1251.583330,22.68,10.15,7.15,5.41,0,761
1251.625000,23.15,9.47,9.38,5.23,0,761
1251.666670,23.71,9.4,6.7,5.41,0,761
1251.708330,22.92,8.38,6.7,5.41,0,761
1251.750000,22.52,7.55,6.7,5.06,0,760
1251.791670,20.93,5.46,6.7,5.06,0,761
1251.833330,19.16,3.71,4.47,5.06,0,761
1251.875000,18.09,6.65,7.6,5.23,0,761
1251.916670,17.16,7.77,6.25,5.58,0,761
1251.958330,15.95,8.14,5.81,5.76,0,761
1252.000000,15.62,6.74,4.47,5.58,0,761
1252.041670,14.99,6.83,7.15,5.93,0,762
1252.083330,13.95,5.81,2.23,5.93,0,762
1252.125000,13.07,5.38,6.7,5.58,0,762
1252.166670,12.54,5.93,6.25,5.41,0,762
1252.208330,10.99,6.4,8.94,5.76,0,762
1252.250000,12.69,6.88,6.7,5.76,0,763
1252.291670,13.9,6.88,6.25,5.76,0,763
1252.333330,15.95,7.51,6.25,5.93,0,763
1252.375000,17.9,7.5,4.47,5.76,0,763
1252.416670,21.12,8.29,3.12,5.58,0,762
1252.458330,22.42,7.73,3.57,4.88,0,762
1252.500000,23.22,6.9,3.12,6.1,0,761
1252.541670,23.41,6.15,4.91,5.93,0,761
1252.583330,23.97,8.57,5.81,5.58,0,761
1252.625000,24.33,8.57,6.7,5.58,0,760
1252.666670,24.4,4.68,5.81,5.76,0,760
1252.708330,24.09,6.02,5.81,5.58,0,760
1252.750000,23.31,5.04,4.02,5.58,0,759
1252.791670,21.7,4.61,4.91,5.58,0,759
1252.833330,20.09,5.07,4.91,5.06,0,759
1252.875000,16.8,3.73,5.81,5.41,0,760
1252.916670,17.8,7.59,6.25,5.58,0,760
1252.958330,15.34,6.25,4.47,5.58,0,760
1253.000000,14.28,7.75,6.25,5.76,0,761
1253.041670,11.99,6.47,5.81,5.58,0,761
1253.083330,9.83,5.73,7.6,5.76,0,761
1253.125000,9.77,5.17,4.47,5.41,0,761
1253.166670,8.3,4.57,1.34,4.53,0,762
1253.208330,8.37,4.24,0,0,0,762
1253.250000,10.92,4.97,3.57,5.58,0,762
1253.291670,14.46,6.01,2.68,5.58,0,762
1253.333330,16.47,8.23,4.47,5.58,0,762
1253.375000,18.55,9.07,4.47,5.76,0,762
1253.416670,20.89,9.24,3.57,5.58,0,761
1253.458330,22.76,6.41,2.23,5.58,0,761
